Probe	Symbol	Description	Chromosome	Chromosome Location	GenBank	Gene	PubMed	Gene Ontology	Pathway
253629_at			4	-14886027	AT4G30450	829168	15546358, 23148892	GO:0003674: molecular_function, GO:0008150: biological_process	
257922_at	ETR2	Involved in ethylene perception in Arabidopsis	3	8254663	AT3G23150	821891	10938361, 9707532, 9695954, 9576967, 12177468, 12535339, 12509505, 15020633, 15466228, 15466220, 15643078, 15703053, 17224067, 17595158, 19825542, 18577522, 19190240, 19648171, 20062808, 20374664, 20835883, 21386032, 21477822, 22227969, 22467798, 22995285	GO:0004673: protein histidine kinase activity, GO:0004674: protein serine/threonine kinase activity, GO:0005515: protein binding, GO:0005783: endoplasmic reticulum, GO:0009165: nucleotide biosynthetic process, GO:0010105: negative regulation of ethylene-activated signaling pathway, GO:0051740: ethylene binding	04075: Plant hormone signal transduction
249194_at			5	-16988609	AT5G42490	834256	15215502, 16291648, 18775970	GO:0003777: microtubule motor activity, GO:0005737: cytoplasm, GO:0009860: pollen tube growth	
256266_at	LNK3		3	3923735	AT3G12320	820411	17076805, 18650403, 18775970, 21499259	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0007623: circadian rhythm, GO:0009651: response to salt stress, GO:0009737: response to abscisic acid, GO:0010264: myo-inositol hexakisphosphate biosynthetic process	
252862_at			4	18478929	AT4G39830	830142	15047898, 15489280, 15632145, 15713015, 15883131, 16473969, 17142483, 17194769, 17181774, 18650403, 18775970	GO:0005576: extracellular region, GO:0009627: systemic acquired resistance, GO:0009697: salicylic acid biosynthetic process, GO:0016126: sterol biosynthetic process, GO:0046520: sphingoid biosynthetic process	
253998_at			4	13200593	AT4G26010	828707	12473102, 12626114, 12913156, 14576160, 15047898, 15231406, 15287975, 15824099, 15908439, 16648215, 17408486, 18441227, 23148892	GO:0004601: peroxidase activity, GO:0005576: extracellular region, GO:0006826: iron ion transport, GO:0010054: trichoblast differentiation, GO:0010106: cellular response to iron ion starvation, GO:0010167: response to nitrate, GO:0015706: nitrate transport	00360: Phenylalanine metabolism, 00940: Phenylpropanoid biosynthesis, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
253957_at	AGP13		4	-13317100	AT4G26320	828738	12068095, 12177459, 12805588, 15086809, 15047898, 15235117, 15322080, 15347784, 16244449, 17030626, 17473866, 18725200, 22253603	GO:0005886: plasma membrane, GO:0031225: anchored component of membrane	
264706_at	NET2B		1	-3144438	AT1G09720	837500	14576160, 16632591, 18725200, 18775970, 20226671, 21284606, 22840520		
261826_at	ATPMEPCRA, PMEPCRA		1, 1	3888690	AT1G11580	837701	9767082, 12368499, 12535341, 12753585, 12805628, 14595688, 15215502, 15272873, 16299171, 16489130, 16622707, 16920880, 17172353, 17153927, 18650403, 18796151, 18854047, 23289948	GO:0005618: cell wall, GO:0005774: vacuolar membrane, GO:0005829: cytosol, GO:0009505: plant-type cell wall, GO:0009617: response to bacterium, GO:0030599: pectinesterase activity, GO:0052541: plant-type cell wall cellulose metabolic process, GO:0052546: cell wall pectin metabolic process	
255807_at			4	6374734	AT4G10270	826619	15173595, 15347791, 15708574, 16081496, 17172353, 18643985	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0009611: response to wounding	
251977_at	SAUR57		3	19742968	AT3G53250	28719402	16299182, 16412086	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0009733: response to auxin	04075: Plant hormone signal transduction
252882_at			4	18413775	AT4G39675	830122	15681452, 16173598, 17061125, 17888165, 18305208, 18650403, 18684332	GO:0003674: molecular_function, GO:0005575: cellular_component, GO:0008150: biological_process	
261985_at			1	12233769	AT1G33750	840266	12566586, 12777052, 15918888	GO:0005737: cytoplasm	
246991_at	RHS19		5	26894856	AT5G67400	836876	12473102, 15047898, 15231406, 15634198, 16648215, 16766693, 17030626, 17337630, 17408486, 19448035, 22253603	GO:0004601: peroxidase activity, GO:0005576: extracellular region, GO:0010054: trichoblast differentiation	00360: Phenylalanine metabolism, 00940: Phenylpropanoid biosynthesis, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
249227_at	PER64		5	16852630	AT5G42180	834223	12473102, 15047898, 15272873, 15231406, 15937231, 16287169, 18783601, 19582540	GO:0004601: peroxidase activity, GO:0005576: extracellular region, GO:0009505: plant-type cell wall, GO:0010413: glucuronoxylan metabolic process, GO:0045492: xylan biosynthetic process	00360: Phenylalanine metabolism, 00940: Phenylpropanoid biosynthesis, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
265049_at			1	-19359039	AT1G52060	841635	15272001, 15634198, 15824099, 17122067, 18359847, 18687588	GO:0005576: extracellular region, GO:0008150: biological_process	
246149_at			5	-6724115	AT5G19890	832111	12481097, 12473102, 12913156, 14730065, 15047898, 15231406, 15347784, 15610358, 15546358, 16021335, 16258012, 16798948, 17061125, 17149585, 17411438, 18070919, 21333657, 23134674	GO:0004601: peroxidase activity, GO:0005576: extracellular region, GO:0005634: nucleus, GO:0005737: cytoplasm	00360: Phenylalanine metabolism, 00940: Phenylpropanoid biosynthesis, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
251226_at	ATPRP3, PRP3	Proline-rich protein, Proline-rich protein	3, 3	23182722	AT3G62680	825442	10712533, 10594096, 15824099, 16258017, 16412086, 16648215, 17098810, 17408486, 18682547, 20736450, 22253603	GO:0005618: cell wall, GO:0009506: plasmodesma, GO:0009653: anatomical structure morphogenesis, GO:0010054: trichoblast differentiation, GO:0010054: trichoblast differentiation, GO:0048364: root development, GO:0048527: lateral root development, GO:0048589: developmental growth, GO:0048765: root hair cell differentiation, GO:0048767: root hair elongation, GO:0048869: cellular developmental process, GO:0071365: cellular response to auxin stimulus, GO:0071369: cellular response to ethylene stimulus, GO:0072732: cellular response to calcium ion starvation	
267178_at			2	15830989	AT2G37750	818352	14576160, 15489280, 18650403	GO:0003674: molecular_function, GO:0008150: biological_process	
264640_at	ATEXPB2, ATHEXP, EXPB2	member of BETA-EXPANSINS. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio), member of BETA-EXPANSINS. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio), member of BETA-EXPANSINS. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)	1, 1, 1	24427266	AT1G65680	842879	11641069, 11891242, 15047898, 15565108, 16942607	GO:0005576: extracellular region, GO:0009826: unidimensional cell growth, GO:0009826: unidimensional cell growth, GO:0009828: plant-type cell wall loosening, GO:0009828: plant-type cell wall loosening, GO:0009831: plant-type cell wall modification involved in multidimensional cell growth	
260495_at			2	-17439374	AT2G41810	818780	12481097, 16648215	GO:0003674: molecular_function, GO:0005576: extracellular region, GO:0008150: biological_process	
251480_at			3	-22054937	AT3G59710	825140	15333753, 16299171, 16453058	GO:0000038: very long-chain fatty acid metabolic process, GO:0005737: cytoplasm, GO:0009409: response to cold, GO:0016491: oxidoreductase activity, GO:0042335: cuticle development	
266719_at	AtCCA1, CCA1	Encodes a transcriptional repressor that performs overlapping functions with LHY in a regulatory feedback loop that is closely associated with the circadian oscillator of Arabidopsis. Binds to the evening element in the promoter of TOC1 and represses TOC1 transcription. CCA1 and LHY colocalize in the nucleus and form heterodimers in vivo. CCA1 and LHY function synergistically in regulating circadian rhythms of Arabidopsis., Encodes a transcriptional repressor that performs overlapping functions with LHY in a regulatory feedback loop that is closely associated with the circadian oscillator of Arabidopsis. Binds to the evening element in the promoter of TOC1 and represses TOC1 transcription. CCA1 and LHY colocalize in the nucleus and form heterodimers in vivo. CCA1 and LHY function synergistically in regulating circadian rhythms of Arabidopsis.	2, 2	19245672, 19246681	AT2G46830	819296	10535927, 10477524, 10469647, 10097183, 10023572, 9724822, 9657153, 9144958, 11118137, 11158533, 11486091, 12015970, 12007421, 12068102, 12096093, 11828023, 12214234, 12198185, 12376630, 12461138, 12533513, 12509533, 12574129, 12668783, 12805593, 12777053, 12955513, 14563930, 14563928, 14523250, 14634162, 14741378, 14978263, 14749486, 15310821, 15649364, 15695441, 15734916, 15767265, 15923346, 16006522, 16164597, 16212608, 16463103, 16524874, 16617099, 16709190, 17132630, 17384164, 17468223, 17525082, 17519251, 17504813, 17483414, 17587236, 17540692, 17662034, 17631524, 17617174, 17616736, 17877705, 17873091, 18182014, 18178585, 18344319, 18650403, 18614706, 18707796, 18676661, 19011118, 19098071, 19095940, 19060255, 19218364, 19297549, 19286557, 19359492, 19339503, 19542296, 15725674, 16729048, 16709197, 17102804, 17916114, 18460819, 19029881, 19140936, 19383102, 19380736, 19624471, 19187043, 19820331, 19805390, 19841666, 20007447, 20031914, 20154425, 20119844, 20335405, 20233950, 20354196, 20439704, 20433765, 21098730, 21079791, 21183706, 21139085, 21219507, 21205033, 21198120, 21196476, 21236675, 21331777, 21296763, 21293378, 21447790, 21454289, 21499259, 21483796, 21474993, 21471455, 21781194, 21822060, 21900482, 21884973, 21884969, 22190341, 22353866, 22315425, 22311777, 22715042, 22899064, 22878891, 23107921, 23027948, 23148892, 23128602, 23221703	GO:0003677: DNA binding, GO:0003700: DNA-binding transcription factor activity, GO:0005515: protein binding, GO:0005634: nucleus, GO:0005634: nucleus, GO:0006355: regulation of transcription, DNA-templated, GO:0007623: circadian rhythm, GO:0007623: circadian rhythm, GO:0007623: circadian rhythm, GO:0007623: circadian rhythm, GO:0007623: circadian rhythm, GO:0009409: response to cold, GO:0009639: response to red or far red light, GO:0009651: response to salt stress, GO:0009651: response to salt stress, GO:0009723: response to ethylene, GO:0009723: response to ethylene, GO:0009733: response to auxin, GO:0009733: response to auxin, GO:0009737: response to abscisic acid, GO:0009737: response to abscisic acid, GO:0009739: response to gibberellin, GO:0009739: response to gibberellin, GO:0009751: response to salicylic acid, GO:0009751: response to salicylic acid, GO:0009753: response to jasmonic acid, GO:0009753: response to jasmonic acid, GO:0010243: response to organonitrogen compound, GO:0010264: myo-inositol hexakisphosphate biosynthetic process, GO:0019904: protein domain specific binding, GO:0042752: regulation of circadian rhythm, GO:0042754: negative regulation of circadian rhythm, GO:0043496: regulation of protein homodimerization activity, GO:0043565: sequence-specific DNA binding, GO:0045892: negative regulation of transcription, DNA-templated, GO:0045893: positive regulation of transcription, DNA-templated, GO:0046686: response to cadmium ion, GO:0048574: long-day photoperiodism, flowering, GO:0048574: long-day photoperiodism, flowering	04712: Circadian rhythm - plant
247477_at			5	25033518	AT5G62340	836355	16258017, 17435085, 18725200	GO:0005576: extracellular region, GO:0046910: pectinesterase inhibitor activity, GO:0048527: lateral root development, GO:0048589: developmental growth, GO:0048765: root hair cell differentiation	
250801_at			5	1461907	AT5G04960	830378	15634198, 16622707, 17408486, 17616511, 18178671, 18725200, 18687588, 22253603	GO:0009505: plant-type cell wall, GO:0010054: trichoblast differentiation, GO:0030599: pectinesterase activity	
248311_at	B2, BCH2, BETA-OHASE, CHY2	Converts &#946;-carotene to zeaxanthin via cryptoxanthin., Converts &#946;-carotene to zeaxanthin via cryptoxanthin., Converts &#946;-carotene to zeaxanthin via cryptoxanthin., Converts &#946;-carotene to zeaxanthin via cryptoxanthin.	5, 5, 5, 5	-21334793, -21334793	AT5G52570	835334	8798688, 11587509, 12782726, 14709673, 16492736, 16890225, 19147649, 21388418	GO:0009507: chloroplast, GO:0010291: carotene beta-ring hydroxylase activity, GO:0010291: carotene beta-ring hydroxylase activity, GO:0016119: carotene metabolic process, GO:0016123: xanthophyll biosynthetic process	00906: Carotenoid biosynthesis, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
247297_at			5	-25650641	AT5G64100	836531	12473102, 12626114, 12609038, 12805589, 12953064, 14576160, 14595688, 14730065, 15047898, 15272873, 15231406, 16307366, 16463051, 16621846, 16920880, 17038189, 17149585, 18684332, 18796151, 23180292	GO:0004601: peroxidase activity, GO:0005576: extracellular region, GO:0005618: cell wall, GO:0005886: plasma membrane, GO:0009506: plasmodesma, GO:0010167: response to nitrate, GO:0015698: inorganic anion transport, GO:0015706: nitrate transport	00360: Phenylalanine metabolism, 00940: Phenylpropanoid biosynthesis, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
264846_at			2	-7760005	AT2G17850	816295	12492831, 12482606, 15181206, 15272001, 15734912, 16033780, 16307366, 17061125, 17056621, 17408957, 18567827, 22589469	GO:0001666: response to hypoxia, GO:0003674: molecular_function, GO:0007568: aging, GO:0009507: chloroplast, GO:0009862: systemic acquired resistance, salicylic acid mediated signaling pathway, GO:0010089: xylem development, GO:0010310: regulation of hydrogen peroxide metabolic process, GO:0044036: cell wall macromolecule metabolic process	
248486_at	ATRBOHC, RBOHC, RHD2	RHD2 (along with RHD3 and RHD4) is required for normal root hair elongation. Has NADPH oxidase activity. Gene is expressed in the elongation and differention zone in trichoblasts and elongating root hairs. RDH2 is localized to the growing tips of root hair cells. It is required for the production of reactive oxygen species in response to extracellular ATP stimulus. The increase in ROS production stimulates Ca2+ influx., RHD2 (along with RHD3 and RHD4) is required for normal root hair elongation. Has NADPH oxidase activity. Gene is expressed in the elongation and differention zone in trichoblasts and elongating root hairs. RDH2 is localized to the growing tips of root hair cells. It is required for the production of reactive oxygen species in response to extracellular ATP stimulus. The increase in ROS production stimulates Ca2+ influx., RHD2 (along with RHD3 and RHD4) is required for normal root hair elongation. Has NADPH oxidase activity. Gene is expressed in the elongation and differention zone in trichoblasts and elongating root hairs. RDH2 is localized to the growing tips of root hair cells. It is required for the production of reactive oxygen species in response to extracellular ATP stimulus. The increase in ROS production stimulates Ca2+ influx.	5, 5, 5	-20757284	AT5G51060	835179	10898773, 10898772, 9628030, 9390433, 12354956, 12660786, 15173595, 15908600, 15923322, 16212611, 17301029, 18309082, 18408046, 18643991, 19220789, 16355224, 18317797, 20637647, 22001402, 21976360, 22383108, 22730426, 22751303, 23266413	GO:0005634: nucleus, GO:0005887: integral component of plasma membrane, GO:0006952: defense response, GO:0009060: aerobic respiration, GO:0010053: root epidermal cell differentiation, GO:0010359: regulation of anion channel activity, GO:0016174: NAD(P)H oxidase activity, GO:0033198: response to ATP, GO:0048767: root hair elongation, GO:0052542: defense response by callose deposition	
267384_at			2	-18321994	AT2G44370	819044	16553894, 16553893, 16776300, 17149585, 17496105, 18650403	GO:0005634: nucleus, GO:0006857: oligopeptide transport, GO:0006865: amino acid transport	
250152_at			5	4898737	AT5G15120	831364	15272001, 15546358, 16081496, 16159328, 20097791, 22589469	GO:0001666: response to hypoxia, GO:0005634: nucleus, GO:0009061: anaerobic respiration, GO:0009061: anaerobic respiration, GO:0009862: systemic acquired resistance, salicylic acid mediated signaling pathway, GO:0010089: xylem development, GO:0010310: regulation of hydrogen peroxide metabolic process, GO:0044036: cell wall macromolecule metabolic process	00430: Taurine and hypotaurine metabolism, 01100: Metabolic pathways
253613_at			4	14835833	AT4G30320	829155		GO:0003674: molecular_function, GO:0005576: extracellular region, GO:0005576: extracellular region, GO:0008150: biological_process, GO:0010054: trichoblast differentiation, GO:0048765: root hair cell differentiation	
257057_at									
250663_at	PRA1.B6		5	2206000	AT5G07110	830602	14576160, 18583532, 18650403, 20736450, 21059161	GO:0003674: molecular_function, GO:0005783: endoplasmic reticulum, GO:0005794: Golgi apparatus, GO:0016192: vesicle-mediated transport, GO:0016192: vesicle-mediated transport	
259276_at			3	-67058	AT3G01190	821314	12481097, 12473102, 14730065, 15086809, 15047898, 15231406, 15347784, 15694452, 16626458, 16673935, 16648215, 16766693, 17061125, 17038189, 17122067	GO:0000041: transition metal ion transport, GO:0004601: peroxidase activity, GO:0005576: extracellular region, GO:0006826: iron ion transport, GO:0010106: cellular response to iron ion starvation, GO:0010167: response to nitrate, GO:0010359: regulation of anion channel activity, GO:0015706: nitrate transport, GO:0048527: lateral root development, GO:0048589: developmental growth, GO:0048765: root hair cell differentiation	00360: Phenylalanine metabolism, 00940: Phenylpropanoid biosynthesis, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
262666_at	ATFUT6, FUT6	member of Xyloglucan fucosyltransferase family, member of Xyloglucan fucosyltransferase family	1, 1	4822528	AT1G14080	837968	11743104, 15860015, 20194500, 20736450	GO:0005794: Golgi apparatus, GO:0008417: fucosyltransferase activity, GO:0016757: transferase activity, transferring glycosyl groups	
245003_at	PSBC	chloroplast gene encoding a CP43 subunit of  the photosystem II reaction center. promoter contains a blue-light responsive element.	C		ATCG00280		10763817, 9681024, 8768377, 11717469, 11113141, 15322131, 16414959, 16461379, 17435084, 17601825, 18650403	GO:0006091: generation of precursor metabolites and energy, GO:0006354: DNA-templated transcription, elongation, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009533: chloroplast stromal thylakoid, GO:0009534: chloroplast thylakoid, GO:0009535: chloroplast thylakoid membrane, GO:0009539: photosystem II reaction center, GO:0009579: thylakoid, GO:0010207: photosystem II assembly, GO:0010287: plastoglobule, GO:0015979: photosynthesis, GO:0016020: membrane, GO:0016168: chlorophyll binding, GO:0019684: photosynthesis, light reaction, GO:0019684: photosynthesis, light reaction	
265698_at			2	13662213, 13662213, 13662213	AT2G32160	817775	16911220, 18650403, 18603616, 20687615	GO:0003674: molecular_function, GO:0005634: nucleus, GO:0008150: biological_process	
248844_s_at								GO:0005576: extracellular region, GO:0006869: lipid transport, GO:0008289: lipid binding	
248178_at			5	22075283	AT5G54370	835525	15713015, 16412086, 17122067	GO:0003674: molecular_function, GO:0005576: extracellular region, GO:0008150: biological_process	
246390_at	ACO5	similar to 1-aminocyclopropane-1-carboxylate oxidase GI:3386565 from (Sorghum bicolor)	1	-29062990	AT1G77330	844069	15082927, 16212609, 16367961, 16424108, 16705404, 17061125	GO:0005737: cytoplasm, GO:0006826: iron ion transport, GO:0009693: ethylene biosynthetic process, GO:0009815: 1-aminocyclopropane-1-carboxylate oxidase activity, GO:0010106: cellular response to iron ion starvation, GO:0010167: response to nitrate, GO:0015706: nitrate transport, GO:0016132: brassinosteroid biosynthetic process	00270: Cysteine and methionine metabolism, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
262826_at	CYP71B2	cytochrome P450 monooxygenase	1	4459187, 4459166	AT1G13080	837865	9620263, 12805628, 15546358, 16258015, 16489130, 16807682, 18334669, 18650403, 18849477	GO:0005576: extracellular region, GO:0010286: heat acclimation, GO:0019825: oxygen binding	
253515_at	SAUR37		4	-15193993	AT4G31320	829259	11782485, 16412086, 17061125	GO:0005516: calmodulin binding, GO:0005634: nucleus, GO:0009733: response to auxin	04075: Plant hormone signal transduction
255632_at	ADF8		4	-279596	AT4G00680	828037	15047898, 16159328, 16307366, 17220200, 17408486, 17877706, 17933902, 22253603	GO:0005622: intracellular, GO:0005737: cytoplasm, GO:0010054: trichoblast differentiation	
256289_s_at								GO:0004185: serine-type carboxypeptidase activity, GO:0005576: extracellular region, GO:0006508: proteolysis	
255591_at	ATEXP17, ATEXPA17, ATHEXP, EXPA17	member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio), member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio), member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio), member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)	4, 4, 4, 4	700653	AT4G01630	827983	11641069, 11891242, 15047898, 16942607, 17061125, 21309868, 23148892, 23134674	GO:0005576: extracellular region, GO:0009826: unidimensional cell growth, GO:0009826: unidimensional cell growth, GO:0009828: plant-type cell wall loosening, GO:0009828: plant-type cell wall loosening, GO:0009831: plant-type cell wall modification involved in multidimensional cell growth	
247634_at			5	-24331670	AT5G60520	836173	16412086, 17061125	GO:0003674: molecular_function, GO:0005576: extracellular region	
258879_at			3	-761310, -761911	AT3G03270	821303	12509522, 12644671, 15272873, 16033780, 16081496, 17059409, 18055584, 18212028, 18684332	GO:0002238: response to molecule of fungal origin, GO:0005737: cytoplasm, GO:0005886: plasma membrane, GO:0016020: membrane	
258586_s_at								GO:0004866: endopeptidase inhibitor activity, GO:0005576: extracellular region	
247755_at	ATSBT4.12, SBT4.12		5, 5	-23851905, -23851905, -23851905	AT5G59090	836026	14697270, 15610358, 15824099, 16193095, 16673935, 16648215, 16895613, 19832941	GO:0000041: transition metal ion transport, GO:0004252: serine-type endopeptidase activity, GO:0005576: extracellular region, GO:0005618: cell wall, GO:0005634: nucleus, GO:0005737: cytoplasm, GO:0006508: proteolysis, GO:0006826: iron ion transport, GO:0008152: metabolic process, GO:0010106: cellular response to iron ion starvation, GO:0010167: response to nitrate, GO:0015706: nitrate transport, GO:0016132: brassinosteroid biosynthetic process, GO:0048046: apoplast	
261099_at	ATEXP18, ATEXPA18, ATHEXP, EXP18, EXPA18	Alpha-expansin 18. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio), Alpha-expansin 18. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio), Alpha-expansin 18. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio), Alpha-expansin 18. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio), Alpha-expansin 18. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)	1, 1, 1, 1, 1	23331676	AT1G62980	842601	11641069, 11891242, 15347791, 16258017, 16367956, 16412086, 16489130, 16942607, 17098810, 17220200, 17408486, 18650403, 21359675, 22253603	GO:0005576: extracellular region, GO:0009826: unidimensional cell growth, GO:0009826: unidimensional cell growth, GO:0009828: plant-type cell wall loosening, GO:0009828: plant-type cell wall loosening, GO:0009831: plant-type cell wall modification involved in multidimensional cell growth, GO:0010054: trichoblast differentiation, GO:0048765: root hair cell differentiation, GO:0048767: root hair elongation	
254044_at	ATXTH14, XTH14, XTR9	Encodes a xyloglucan endotransglycosylase with a clear preference for non-fucosylated xyloglucan polymer., Encodes a xyloglucan endotransglycosylase with a clear preference for non-fucosylated xyloglucan polymer., Encodes a xyloglucan endotransglycosylase with a clear preference for non-fucosylated xyloglucan polymer.	4, 4, 4	13130297	AT4G25820	828687	10406121, 11673616, 15047898, 15634198, 15720654, 16412086, 18682547, 19635745, 22253603, 23075788	GO:0005576: extracellular region, GO:0010054: trichoblast differentiation, GO:0016798: hydrolase activity, acting on glycosyl bonds	
260557_at			2	-18087840	AT2G43610	818963	11525512, 12169696, 12805628, 14535883, 15272873, 15295017, 15769804, 16299181, 16618929, 23289948	GO:0004568: chitinase activity, GO:0005576: extracellular region, GO:0005886: plasma membrane	
246652_at	EXT13		5	13434181	AT5G35190	833473	15824099, 16648215, 17220200, 17408486, 21680836, 22253603	GO:0010054: trichoblast differentiation	
257041_at									
262427_s_at								GO:0004553: hydrolase activity, hydrolyzing O-glycosyl compounds, GO:0005576: extracellular region, GO:0008422: beta-glucosidase activity, GO:0009651: response to salt stress, GO:0019137: thioglucosidase activity, GO:0019137: thioglucosidase activity, GO:0019760: glucosinolate metabolic process	
264953_at	ADH, ADH1, ATADH, ATADH1	Catalyzes the reduction of acetaldehyde using NADH as reductant. Requires zinc for activity. Dimer. Anaerobic response polypeptide (ANP). Fermentation. The protein undergoes thiolation following treatment with the oxidant tert-butylhydroperoxide., Catalyzes the reduction of acetaldehyde using NADH as reductant. Requires zinc for activity. Dimer. Anaerobic response polypeptide (ANP). Fermentation. The protein undergoes thiolation following treatment with the oxidant tert-butylhydroperoxide., Catalyzes the reduction of acetaldehyde using NADH as reductant. Requires zinc for activity. Dimer. Anaerobic response polypeptide (ANP). Fermentation. The protein undergoes thiolation following treatment with the oxidant tert-butylhydroperoxide., Catalyzes the reduction of acetaldehyde using NADH as reductant. Requires zinc for activity. Dimer. Anaerobic response polypeptide (ANP). Fermentation. The protein undergoes thiolation following treatment with the oxidant tert-butylhydroperoxide.	1, 1, 1, 1	28975394	AT1G77120	844047	10742055, 10545472, 10517834, 10382288, 9952456, 9880346, 9668134, 9611167, 9580984, 9539444, 9522467, 9402740, 9215914, 9085569, 8844162, 8787023, 8672884, 8535143, 8589735, 8000005, 7851777, 7972489, 1454838, 1643286, 2034210, 2277648, 2274039, 2347304, 2161333, 2152176, 2319942, 2152112, 3377754, 2937058, 6393951, 11018155, 11158375, 11351099, 11470531, 11402191, 11402202, 12065837, 12169018, 11987307, 12231733, 12207038, 12444422, 12368505, 12509334, 11117876, 1643282, 2102855, 7858224, 7647304, 12572606, 12694288, 12857811, 12909714, 15513710, 15734912, 16055689, 16117846, 16626462, 18433157, 18650403, 19276109, 16028113, 20150517, 20508152, 20436292, 20978802, 21493687, 21835495, 22115780, 21940999, 22661072, 23289948, 23282329	GO:0001666: response to hypoxia, GO:0001666: response to hypoxia, GO:0004022: alcohol dehydrogenase (NAD) activity, GO:0004022: alcohol dehydrogenase (NAD) activity, GO:0004022: alcohol dehydrogenase (NAD) activity, GO:0005737: cytoplasm, GO:0005829: cytosol, GO:0005886: plasma membrane, GO:0006970: response to osmotic stress, GO:0009651: response to salt stress, GO:0009862: systemic acquired resistance, salicylic acid mediated signaling pathway, GO:0010310: regulation of hydrogen peroxide metabolic process, GO:0045333: cellular respiration, GO:0046686: response to cadmium ion	00010: Glycolysis / Gluconeogenesis, 00071: Fatty acid degradation, 00350: Tyrosine metabolism, 01100: Metabolic pathways, 01110: Biosynthesis of secondary metabolites
260553_at			2	-17436529	AT2G41800	818779	12169696, 14595688, 15047898, 15769804, 15894741, 16287169, 16648215	GO:0003674: molecular_function, GO:0005618: cell wall, GO:0008150: biological_process, GO:0009505: plant-type cell wall, GO:0009506: plasmodesma	
261562_at	ADF11		1	275366	AT1G01750	839281	16648215, 17220200, 17408486, 17877706, 22253603	GO:0005622: intracellular, GO:0005634: nucleus, GO:0010054: trichoblast differentiation	
254777_at	AtGILT, GILT		4, 4	7583272, 7583272	AT4G12960	826908	15100403, 15466229, 17177805, 19325888, 20118269, 21052676	GO:0003824: catalytic activity, GO:0005576: extracellular region, GO:0008150: biological_process	
266165_at	CSD2, CZSOD2	Encodes a chloroplastic copper/zinc superoxide dismutase CSD2 that can detoxify superoxide radicals. Its expression is affected by miR398-directed mRNA cleavage., Encodes a chloroplastic copper/zinc superoxide dismutase CSD2 that can detoxify superoxide radicals. Its expression is affected by miR398-directed mRNA cleavage.	2, 2	12014498	AT2G28190	817365	9765550, 11457901, 15772282, 16861386, 16916444, 16915352, 17013749, 17355434, 18275461, 18392778, 18650403, 18684332, 18775970, 18631293, 19084994, 19148671, 20128885, 20400846, 20400527, 19709775, 22186608, 22339086	GO:0004784: superoxide dismutase activity, GO:0005507: copper ion binding, GO:0006979: response to oxidative stress, GO:0008270: zinc ion binding, GO:0009407: toxin catabolic process, GO:0009416: response to light stimulus, GO:0009507: chloroplast, GO:0009507: chloroplast, GO:0009570: chloroplast stroma, GO:0009579: thylakoid, GO:0010039: response to iron ion, GO:0019430: removal of superoxide radicals, GO:0019430: removal of superoxide radicals, GO:0034599: cellular response to oxidative stress, GO:0035195: gene silencing by miRNA, GO:0046688: response to copper ion, GO:0048046: apoplast, GO:0071329: cellular response to sucrose stimulus, GO:0071457: cellular response to ozone, GO:0071472: cellular response to salt stress, GO:0071484: cellular response to light intensity, GO:0071493: cellular response to UV-B	04146: Peroxisome
251293_at			3	22935510	AT3G61930	825366	12912986, 15489280, 15539473, 18650403, 18772308	GO:0003674: molecular_function, GO:0005739: mitochondrion	
266364_at	ORS1		2	-17194926	AT2G41230	818722	17061125, 17925997, 21457262	GO:0001558: regulation of cell growth, GO:0005739: mitochondrion, GO:0005783: endoplasmic reticulum, GO:0048569: post-embryonic animal organ development, GO:0051302: regulation of cell division	
263998_at			2	-9569026	AT2G22510	816784	12177459, 12535341, 14576160, 15047898, 18650403	GO:0003674: molecular_function, GO:0005739: mitochondrion, GO:0008150: biological_process	
